Date,Facebook_Impressions,Instagram_Impressions,YouTube_Impressions,Facebook_Clicks,Instagram_Clicks,YouTube_Clicks,Facebook_Engagements,Instagram_Engagements,YouTube_Engagements,Facebook_Conversions,Instagram_Conversions,YouTube_Conversions,Facebook_Revenue,Instagram_Revenue,YouTube_Revenue,Demographic_ID,Geo_ID,Region
25-06-22,332721,182879,76114,229,1297,14374,6891,15005,1364,150,1753,109,34483.34,11954.88,19863.78,10,101,North
25-06-22,300725,67607,98884,446,5648,9679,7020,13491,2126,342,482,723,46450.72,18105.55,10239.73,6,105,Central
25-06-22,168628,246933,152375,8504,2531,2289,8601,6337,6630,645,702,228,5446.17,56756.61,81.22,7,103,East
25-06-22,9623,158482,395850,3911,5120,3447,1257,3238,14675,357,1146,604,52096.98,22472.31,75.71,2,103,East
25-06-22,4634,261586,181889,12343,802,959,14168,159,7665,404,632,312,2788.74,22240.28,33998.98,12,104,West
25-06-22,26693,72875,457420,6279,1632,2425,4459,10328,4562,1257,506,148,15691.41,25540.46,22807.13,6,105,Central
25-06-22,205926,286945,19185,2895,3492,6736,9342,5514,7598,860,451,770,19619.2,46577.44,6815.36,9,102,South
25-06-22,412319,38760,105350,1215,8553,723,5713,2244,15209,54,171,1088,432.04,47077.05,18076.91,7,102,South
25-06-22,94017,269345,81293,3128,3128,5074,3330,17990,3654,808,738,600,2684.25,51724.51,1440.24,9,103,East
25-06-22,328009,104306,75694,1384,134,12577,2673,1787,11068,1007,322,865,16452.27,18630.09,35716.64,5,104,West
25-06-22,85039,433860,56646,2958,5308,7688,605,4393,15949,812,107,543,4179.43,36498.53,24888.04,7,104,West
25-06-22,236653,138989,131072,3051,1050,11327,15357,2417,1683,171,639,730,35921.83,18821.94,17956.23,2,101,North
25-06-22,28649,88068,401864,1193,3238,10452,6154,2876,12446,730,821,299,5792.95,52336.68,13548.37,4,105,Central
25-06-22,214398,2582,262432,5466,184,7207,1267,10925,6131,103,1224,294,51377.53,23084.54,2142.93,3,104,West
25-06-22,167996,221184,174817,2281,9554,528,8157,3515,12994,598,150,565,32155.16,335.12,26919.72,1,102,South
02-07-22,208479,209772,80900,5840,5084,1176,5841,4265,7448,455,1138,459,41323.26,19851.99,837.75,5,103,East
02-07-22,315415,171084,13651,3480,8228,24,10539,10685,3748,198,282,849,35449.3,16987.52,7369.18,11,101,North
02-07-22,107741,106461,234855,54,8296,1828,7474,11970,3446,804,211,1026,44439.55,19810.09,9876.36,2,104,West
02-07-22,162040,262424,153151,6252,3594,5324,5857,1899,10629,20,285,1363,10453.58,42655.07,6720.35,7,104,West
02-07-22,339928,120252,33803,4580,5899,4224,7751,7723,3004,947,811,76,1088.62,35963.67,27514.71,1,103,East
02-07-22,156087,15437,353483,760,10179,2630,7250,9897,3805,730,940,40,12103.67,37930.93,19268.4,9,101,North
02-07-22,75005,85759,369109,7665,3896,704,4385,3184,14804,236,1712,71,26434.04,21303.98,9071.98,7,105,Central
02-07-22,88862,82516,293144,1319,8793,1338,1556,3466,14103,844,9,969,47394.15,10211.15,4399.7,1,104,West
02-07-22,120095,161590,124281,2239,5720,6715,2424,10034,5467,584,888,382,22235.18,1018.17,38822.65,5,103,East
02-07-22,54017,470171,5595,6517,3962,3443,12734,1916,9530,136,729,639,2334.36,17600.47,45871.17,3,102,South
02-07-22,170788,252475,48688,6605,3898,4178,3805,12551,1473,684,473,383,9694.18,15650.96,31506.86,3,102,South
02-07-22,305817,187905,34816,806,5496,8443,3192,8314,5277,260,145,1106,11413.74,42387.84,15357.42,10,104,West
02-07-22,30574,200024,304822,6492,4071,311,1242,11227,7820,1156,174,40,48140.42,7487.16,15146.42,4,105,Central
02-07-22,200401,259215,33649,2733,2819,6767,3992,121,12095,595,899,416,37789.63,20960.83,2440.54,1,103,East
02-07-22,12727,303116,246545,6179,6807,1301,4001,5658,8358,289,584,665,9242.99,37900.89,14587.12,12,104,West
02-07-22,88106,77425,243581,4504,1335,5826,3992,10768,5180,133,209,1229,46843.07,8699.84,5941.09,12,105,Central
02-07-22,59725,17043,354524,3506,3046,3983,4987,5245,5922,376,791,674,12447.57,2687.92,44271.51,6,103,East
02-07-22,308883,12798,218838,13964,786,881,2975,10622,6511,833,288,776,6988.83,52582.16,8743.01,1,105,Central
02-07-22,43488,272222,93448,3312,7745,3718,7136,5574,7060,412,837,775,10351.98,7521.51,41995.51,4,105,Central
02-07-22,304575,90502,200788,3423,7739,826,4578,9140,3606,944,41,533,570.91,41287.4,15739.69,10,102,South
02-07-22,94924,241888,151639,3790,4762,1711,12424,10205,1646,393,179,965,6731.18,30948.6,24131.22,6,102,South
02-07-22,161126,156068,172963,4957,4028,6692,1412,13457,581,342,599,363,64272.84,4518.1,9062.06,8,104,West
02-07-22,8747,356301,96970,2583,3969,8823,534,20324,2932,59,106,1691,15606.65,30501.96,21212.39,2,105,Central
02-07-22,314293,143925,27282,2535,9132,866,1395,200,16227,173,1612,334,6106.33,53236.64,3989.03,9,103,East
09-07-22,124322,7969,354625,6707,6033,1383,8582,9293,5669,541,229,579,53749.08,2291.1,13394.82,12,102,South
09-07-22,57082,129205,291140,1256,10948,1211,15291,168,4252,307,1073,107,50715.94,7775.75,8309.31,11,103,East
09-07-22,31983,26504,465756,340,3247,12148,18900,69,3908,1104,127,657,19689.42,38436.66,4184.92,8,104,West
09-07-22,182622,270692,26546,14546,924,299,889,5444,15425,1100,323,275,12516.2,4235.12,44725.68,6,101,North
09-07-22,214280,101844,211873,6685,3267,822,4006,1330,10031,81,1065,398,8625.52,48768.31,11914.17,7,104,West
09-07-22,107694,234973,114474,971,8304,1343,13354,9065,823,1186,718,8,4081.21,9182.95,46191.84,11,104,West
09-07-22,438964,3234,139859,12190,894,1965,4513,4267,7430,428,195,1255,30455.61,41632.03,5560.36,3,104,West
09-07-22,20612,43734,339974,704,7523,2257,7306,12318,3657,1011,1021,28,10509.48,14671.53,30140.99,3,103,East
09-07-22,121670,263169,79041,1955,1775,8144,20134,278,1697,80,781,1088,4106.16,72702.09,1565.75,7,102,South
09-07-22,237120,241214,96347,2493,12983,477,11138,2504,1411,898,505,93,4157.06,131.35,68286.59,6,102,South
09-07-22,194933,325932,32296,6368,4973,1858,8262,9625,2974,251,6,1302,9045.26,11457.03,49360.71,9,101,North
09-07-22,39712,248487,304954,1177,9204,545,5533,11071,8158,893,129,434,13966.17,17832.4,40779.43,1,101,North
09-07-22,97801,282749,61857,4112,1357,7485,4599,3640,10274,828,1157,198,7587.75,33884.3,32495.95,6,102,South
09-07-22,292895,118667,152113,7453,3598,1735,6114,1476,14367,408,849,618,19615.04,28203.26,8962.7,6,103,East
09-07-22,245262,62828,198121,2453,6003,7431,7990,2518,8854,619,987,487,54728.31,14170.72,3783.97,2,101,North
09-07-22,216607,1555,241137,1697,3215,5973,7777,12975,659,123,28,1420,4774.25,23397.13,30968.62,5,105,Central
09-07-22,14387,64700,382296,10310,2374,2842,7551,2389,8506,655,877,214,4804.67,7433.34,46737.99,9,103,East
09-07-22,120552,4848,286370,4910,6400,1719,4067,15158,463,73,932,331,34882.06,1949.64,24635.3,10,104,West
09-07-22,436917,32883,13486,3745,3473,4504,19999,2096,1153,539,376,1128,21180.62,45683.86,3172.52,10,103,East
09-07-22,123505,46991,403187,3102,4576,7710,11391,257,4734,927,150,965,3689.04,10446.06,45791.9,8,101,North
09-07-22,332754,51421,144747,7768,796,4016,696,6580,15625,671,933,231,38853.41,291.71,36986.88,9,105,Central
09-07-22,233442,25713,154418,5912,4160,2321,9773,4892,824,109,369,1003,6729.5,57743,12228.5,3,102,South
09-07-22,191783,72635,159883,8078,2013,1248,9191,3352,4706,379,194,995,9143.6,55134.31,12138.09,6,102,South
09-07-22,360083,12209,48171,7027,1703,3246,1200,2058,19514,364,194,1068,57762.17,7824.91,915.92,4,102,South
16-07-22,194057,297327,87005,4931,1351,7489,1519,301,13907,404,666,647,6280.73,37228.22,13268.05,5,103,East
16-07-22,204513,255016,22739,5416,3936,5170,3041,7115,12384,1075,648,140,40643.58,17618.97,12496.45,12,105,Central
16-07-22,45554,301725,161010,219,9834,5461,5467,10754,2040,459,987,479,8767.82,36954.57,29998.61,5,103,East
16-07-22,268369,163334,119756,1808,5563,3131,815,14606,3122,147,904,430,18610.94,20847.44,37536.62,11,103,East
16-07-22,95548,200330,249430,9824,3525,1441,19703,158,4509,773,114,639,7479.95,66240.32,6059.73,11,103,East
16-07-22,324248,83131,149586,1031,7197,7213,2806,9723,6343,691,594,767,11512.82,49481.33,9234.85,5,103,East
16-07-22,256524,52589,183389,7537,2171,485,5357,15048,1128,95,1197,208,22807.82,26910.74,17047.44,7,105,Central
16-07-22,183529,85597,178654,26,8256,5565,7898,7729,1689,1360,6,137,19866.13,31493.11,17346.76,4,105,Central
16-07-22,379657,666,71635,6595,6565,876,4126,4378,9204,809,217,941,27524.03,11262.46,40083.51,12,102,South
16-07-22,76649,166915,187885,776,1467,10753,4573,616,11039,825,304,218,7460.11,638.77,62162.12,10,105,Central
16-07-22,104975,368540,4241,4604,9664,1609,3519,8991,6643,58,1289,20,18709.25,7204.95,37432.8,4,105,Central
16-07-22,222135,57052,262401,244,782,11515,11244,5320,7643,1465,537,10,27333.49,26640.22,16597.29,7,102,South
16-07-22,149260,56721,200889,10526,1931,3274,1690,1151,12398,1474,110,249,927.5,14223.09,44882.41,7,103,East
16-07-22,47903,109984,348051,384,7536,6559,3781,4307,12423,927,177,301,9528.97,2980.9,43775.13,2,104,West
16-07-22,85253,271407,208112,4308,1747,5013,11042,8239,617,96,1574,517,23795.57,8940.31,24783.12,1,101,North
16-07-22,7089,382824,65220,8248,4653,1435,2514,9217,4001,176,157,973,31022.71,21290.29,14848,7,103,East
16-07-22,449009,25716,106637,2231,1935,8758,1178,3708,15862,516,152,761,22324.3,13831.67,24652.03,1,103,East
16-07-22,129702,312039,30952,7079,2964,3713,11587,1204,6729,15,403,1484,7158.23,56532.58,13212.19,4,103,East
16-07-22,360195,28702,67829,8644,87,1750,21124,1539,1032,864,429,515,9144.02,26999.02,33766.96,9,101,North
16-07-22,161230,210853,121715,2886,6627,842,13348,9362,506,966,300,167,35814.11,18678.23,1074.66,1,103,East
16-07-22,211034,57482,139471,2383,6264,3389,4140,5936,13710,788,964,124,52678.52,14638.52,7909.96,11,101,North
16-07-22,18888,377149,17039,5021,1380,4494,405,16593,7909,6,853,506,2897.6,52038.52,4236.88,3,105,Central
16-07-22,30136,389205,140262,2038,809,8268,1147,8341,10296,595,808,738,28411.4,12657.63,22499.97,5,101,North
16-07-22,67488,310085,122093,5580,3757,1995,491,5367,16266,302,935,893,11989.85,3247.94,58392.21,8,105,Central
23-07-22,483575,7411,25201,6186,2788,4520,5508,3922,14457,110,1076,388,24614.88,4589.54,26138.58,6,101,North
23-07-22,70083,135471,283361,13780,362,1346,14503,6419,2276,568,584,695,8115.94,14163.04,53303.02,4,104,West
23-07-22,209534,140868,116369,6245,1210,4655,7976,2205,14317,57,241,1765,17819.6,5649.85,37413.55,5,105,Central
23-07-22,42288,369756,73002,8117,4013,655,10060,493,7682,433,846,168,19594.47,17749.87,28265.66,11,101,North
23-07-22,25565,366211,123101,836,8649,4428,10064,7211,958,343,583,1226,20082.83,40770.05,15293.12,10,103,East
23-07-22,120446,229376,196295,2330,9459,2237,6175,10763,7017,141,36,1457,3734.1,26731.08,46467.82,7,104,West
23-07-22,57929,255407,189050,5460,2703,4546,8341,13737,963,61,1414,587,33747.36,6583.34,23357.3,11,103,East
23-07-22,17808,205396,210384,6963,547,2967,7003,11809,2251,972,212,464,27876.58,38838.22,12546.2,4,102,South
23-07-22,163415,215646,104494,2219,2879,8086,15156,2436,1297,1637,290,202,19100.56,6342.4,30418.04,3,102,South
23-07-22,67641,54583,321275,2443,1651,6491,15878,4242,1288,367,1106,248,31112.27,28571.16,10051.57,12,105,Central
23-07-22,45280,270674,107471,2964,3602,8393,12661,6132,1154,941,105,930,15031.15,25195.06,26020.79,6,105,Central
23-07-22,1370,281028,165016,8837,1280,5150,13704,1322,1689,693,181,1045,504.13,16334.09,47748.78,2,105,Central
23-07-22,63054,335370,85145,13239,1587,655,3981,11341,3346,823,503,839,13337.26,48882.31,14547.43,4,101,North
23-07-22,117632,261178,83271,4405,8406,999,821,19343,652,888,46,511,7042.74,48779.76,10075.5,3,104,West
23-07-22,92631,309687,79933,4452,5926,2181,7783,15301,1234,142,1865,81,11087.17,29743.27,31704.56,3,104,West
23-07-22,372970,181346,35091,202,5232,6189,9074,5243,4798,671,579,396,7326.56,18069.66,35844.78,1,105,Central
23-07-22,314050,44514,104451,2417,3759,5993,8484,1365,5982,610,639,531,521.7,23047.94,52561.36,9,102,South
23-07-22,321704,34002,160893,2764,3726,4391,4146,9297,1659,1419,38,260,34993.48,24516.87,7803.65,6,102,South
23-07-22,299180,76815,43445,5468,3199,2574,290,6207,14934,120,202,1047,1545.15,50309.35,23858.5,4,103,East
23-07-22,130338,233945,214377,5638,4659,79,2512,6687,6160,118,994,272,40698.01,2517.06,18762.93,8,102,South
23-07-22,39038,326896,161861,3832,9492,1010,5162,4602,7615,498,1353,270,5635.4,20052.38,44401.22,7,103,East
23-07-22,295574,85200,98758,747,2915,6540,14306,3314,2937,226,1232,554,51002.28,9959.47,520.25,7,101,North
23-07-22,157141,209952,54934,8357,1900,224,17492,2462,1529,51,188,1115,1142.76,29842.05,38821.19,5,104,West
23-07-22,85911,67302,320622,1593,4991,4902,13830,7738,1350,146,927,472,37661.79,8806.63,10029.58,5,101,North
30-07-22,108298,150030,207285,3211,5450,2337,11755,915,9811,188,1072,279,32478.16,2729.64,33780.2,11,105,Central
30-07-22,31944,89224,412981,2577,4053,9130,12386,3058,5119,735,329,295,45907.76,9950.06,22694.18,9,102,South
30-07-22,343,380334,151694,2578,4039,4970,6033,4773,4356,118,840,1157,7431.4,15802.85,52923.75,9,104,West
30-07-22,222895,136926,86790,153,5192,6078,4318,9090,10407,791,840,261,20069.89,36073.68,18340.43,1,104,West
30-07-22,273152,295315,14891,4513,118,10935,12032,11001,1175,224,1918,16,23669.02,18273.14,37205.84,12,103,East
30-07-22,211812,271201,67919,5086,3445,5275,2087,9864,9119,364,14,1007,26550.76,7043,38240.24,7,104,West
30-07-22,220430,125745,229458,1028,8102,1279,7454,3245,8043,38,1171,223,45888.4,7430.64,25556.96,5,104,West
30-07-22,161639,294667,91999,4192,6104,1320,6941,3581,12093,51,1114,331,10647.78,12374.2,34205.02,7,103,East
30-07-22,104503,334214,10022,551,10429,1714,10662,3894,8025,66,1459,558,38703.05,5070.87,16281.08,2,102,South
30-07-22,6429,23504,513650,13,3036,12059,13756,1673,6243,235,1355,492,142.56,19060.03,54366.41,4,104,West
30-07-22,153310,133106,204291,2183,1558,7224,244,4860,16112,24,448,1070,45729.88,20118.15,3449.97,5,101,North
30-07-22,165362,17358,229574,3676,2414,4549,6307,8235,959,1013,324,16,1852.54,3738.78,50160.68,4,105,Central
30-07-22,272080,84101,146419,1306,3894,5809,8786,11434,969,689,418,860,8201.1,35054.95,25622.95,11,101,North
30-07-22,54822,43919,308032,1531,9316,3127,12058,5202,3088,981,482,553,17338.4,41329.57,1636.03,1,103,East
30-07-22,22314,428176,91437,7635,4155,324,5279,5631,11323,912,25,1201,24514.06,3617.52,30657.42,4,105,Central
30-07-22,31617,214500,212214,8262,4955,729,4006,8152,7171,360,32,1515,19085.14,45094.19,8861.67,11,101,North
30-07-22,53246,356211,137504,4136,3784,4107,10731,632,7884,438,935,321,13518.16,47074.4,19143.44,11,102,South
30-07-22,146714,390364,5586,3486,5597,1642,4591,10931,3339,665,552,442,8532.95,21391.17,43896.88,11,101,North
30-07-22,240140,133457,141747,943,7692,5738,682,3057,17654,63,1355,281,23456.33,30969.27,16231.4,10,104,West
30-07-22,170601,15508,256755,5687,6745,2226,6104,4324,6628,610,968,522,9492.15,24402.32,31624.53,7,103,East
30-07-22,44257,307069,92257,1489,4573,4675,7020,13257,1903,831,638,207,7005.11,21642.73,38955.16,6,104,West
30-07-22,372345,124574,35290,4531,4228,4695,13833,3648,4591,175,460,1195,23304.94,12666.45,33273.61,7,104,West
30-07-22,130701,332789,11414,3110,9336,2243,19954,2199,713,974,4,1101,31295.02,40259.49,6824.49,3,101,North
30-07-22,239159,176049,53175,5512,1931,4243,4860,8560,3402,54,201,1386,14507.03,21158.81,42350.16,10,104,West
06-08-22,167618,253496,91438,766,9471,3789,11823,3350,2669,458,408,475,26824.11,19114.58,19873.31,10,103,East
06-08-22,163114,289769,71223,828,8844,509,19451,1782,2527,25,1157,722,33959.34,4678.54,18140.12,3,104,West
06-08-22,4739,232763,228192,960,2674,7552,13187,1591,7870,645,900,465,47966.49,8801.82,10396.69,6,104,West
06-08-22,144409,235431,85304,4326,3841,5461,6185,246,9458,1479,591,25,30354.91,11426.75,13904.34,11,102,South
06-08-22,61532,286063,233380,1429,1329,10845,10017,3818,10625,280,476,826,45189.61,22518.45,494.94,1,105,Central
06-08-22,155702,26994,273691,1669,6250,4967,1478,582,17413,570,690,902,5857.29,1989.15,50698.56,3,101,North
06-08-22,339469,17584,240712,743,1066,10993,1666,13833,4327,1727,50,77,12204.12,30309.64,19541.24,8,103,East
06-08-22,77264,63379,342628,9177,168,4503,3764,1047,16085,728,624,3,26384.41,28177.84,7552.75,8,101,North
06-08-22,122856,334108,31584,3441,6048,6454,12421,2014,2877,716,144,561,656.53,22898.18,31825.29,12,101,North
06-08-22,198539,167505,109021,4742,7187,886,2246,540,16505,1053,431,432,43172.02,15237.04,6927.94,6,101,North
06-08-22,205735,228782,47585,541,5377,7225,8232,3984,3170,1099,150,286,26940.41,11498.88,23108.71,5,102,South
06-08-22,409528,15276,173164,1762,2752,11251,3199,2155,18478,932,144,389,2140.12,57095.54,6431.34,9,105,Central
06-08-22,53480,137504,406623,3702,12,8810,4553,2120,9704,735,1143,187,30336.53,18371.28,29393.19,11,105,Central
06-08-22,240097,197875,39567,6,559,9463,7658,2565,10228,287,96,1046,28140.53,31871.9,16373.57,5,104,West
06-08-22,176418,208906,99490,4309,10027,515,9640,8549,4855,351,645,643,16530.16,43536.66,9592.18,5,105,Central
06-08-22,32926,301176,121060,12342,928,1915,1550,6653,14414,202,200,1734,25800.45,20791.66,33169.89,3,102,South
06-08-22,113763,23636,440400,2668,7492,2931,13882,3305,1279,416,229,1041,6811.41,13568.33,45425.26,9,101,North
06-08-22,308798,154997,34989,2069,2553,6282,829,6077,8177,524,380,441,9440.89,24662.21,39797.9,6,103,East
06-08-22,58378,117416,355459,59,4376,9499,17979,2395,416,36,901,367,24394.49,18528.34,17963.17,10,103,East
06-08-22,505987,12258,18693,1618,6628,1783,5128,14980,1529,1218,711,251,21232.92,35690.23,3986.85,8,104,West
06-08-22,260193,166778,134078,2823,5500,5958,7124,4152,6992,150,1119,700,240.25,26220.38,48594.37,5,103,East
06-08-22,116773,264943,127492,7655,6627,1029,12709,119,4956,681,355,495,30821.82,232.44,46614.74,7,104,West
06-08-22,113039,138710,305965,2768,990,11417,8988,6779,5847,175,537,1431,43400.27,8144.14,19225.59,10,102,South
06-08-22,125424,230169,224400,953,8906,2759,3364,11428,868,747,866,190,8451.89,9565.35,50947.76,7,101,North
13-08-22,270569,205434,16566,3891,9519,829,13445,5817,1193,539,763,259,10771.35,26910.87,20537.78,11,105,Central
13-08-22,263926,225962,106584,847,1461,11921,15929,792,2418,7,76,1897,46833.85,19842.62,6157.53,3,102,South
13-08-22,299810,18025,83657,5041,5813,2209,2523,8760,8229,10,1281,11,40677.28,16125.46,17640.26,12,102,South
13-08-22,47114,38694,367272,6744,3669,57,8144,9806,3203,573,14,1237,239.54,23911.07,55287.39,12,105,Central
13-08-22,91691,149276,174397,1619,8236,4658,11487,2230,6981,1084,473,32,41443.37,4190.75,13867.88,5,105,Central
13-08-22,274219,107481,115127,5920,3353,1182,2135,14842,908,768,180,735,17022.18,47444.16,1013.66,2,103,East
13-08-22,277063,186639,51146,6700,206,5034,7462,6518,2742,266,1317,138,70093.85,1692.8,137.35,9,103,East
13-08-22,6030,337665,93772,11240,1229,1524,323,18064,6534,39,32,1350,1205.18,21873.95,39197.87,12,103,East
13-08-22,394172,29264,22810,1687,9858,210,2965,2045,16666,969,864,42,4036.14,38193,23442.86,6,103,East
13-08-22,358663,80541,62020,10027,4588,14,11814,1258,7476,267,647,424,32344.48,24824.74,2342.78,9,101,North
13-08-22,261743,147560,22656,6854,3924,268,13321,3417,42,1145,387,327,22437.49,16863.84,19729.67,3,101,North
13-08-22,358684,100837,80505,3837,6365,751,11018,1033,5023,753,1114,266,8893.81,16167.98,38529.21,1,103,East
13-08-22,33531,258608,139172,5210,8540,904,5828,4471,5978,1155,328,684,9510.39,48452.75,7086.86,11,104,West
13-08-22,346481,74766,49234,4089,1793,9564,8550,2608,12862,590,386,397,36710.4,22355.33,6964.27,7,105,Central
13-08-22,53545,68408,449892,5727,5137,1593,10126,1977,11817,216,89,1545,1213.18,313.3,58096.52,9,104,West
13-08-22,30481,32597,387807,11500,540,2334,9920,8675,2319,392,824,175,1314.63,55776.26,17439.11,5,101,North
13-08-22,88863,272599,216160,2958,7973,3295,15515,3821,86,517,1402,13,55977.9,4376.74,6234.36,6,103,East
13-08-22,272326,33298,136982,7126,4859,960,8508,152,9981,35,254,1185,10849.24,19740.06,26745.7,9,104,West
13-08-22,233168,204779,157017,4811,4552,6435,1302,18787,2238,241,781,519,36606.25,14717.11,7254.64,11,105,Central
13-08-22,11601,256120,302724,3282,4806,2646,6085,5851,7449,53,201,1168,39897.34,29356.69,9390.97,1,105,Central
13-08-22,95284,181220,138976,5253,5347,4891,15497,1713,707,362,231,745,6337,45059.26,14666.74,9,102,South
13-08-22,426834,13100,35088,7215,1375,5975,159,10323,6610,444,329,563,37592.82,17076.05,6179.13,2,105,Central
13-08-22,214421,246090,121183,6612,1189,7815,6648,5081,6453,733,203,647,10582.28,41709.28,6112.44,3,104,West
13-08-22,248580,292638,18871,523,6193,8529,14157,1400,1701,1113,309,119,38264.34,15543.73,9029.93,10,102,South
20-08-22,217449,114481,227294,367,8703,3407,8341,3638,3980,621,124,1191,60258.15,7131.49,7381.36,11,102,South
20-08-22,43749,52549,502255,1068,2139,9730,14306,2931,6780,1413,4,281,879.43,55911.54,997.03,9,101,North
20-08-22,29085,228480,158516,1855,9927,1050,1520,5062,9647,1004,234,239,53072.16,10753.91,10622.93,9,102,South
20-08-22,49594,409639,31337,9839,147,3393,9917,6753,3826,1114,825,11,57880.63,17524.92,3939.45,3,105,Central
20-08-22,79859,60410,359128,6567,4758,1878,18795,20,357,84,1124,135,21311.92,11502.58,30238.5,12,101,North
20-08-22,142787,89539,269792,1146,5594,6390,2583,11439,9667,752,1194,5,29335.33,35134.43,5881.24,6,101,North
20-08-22,211936,203594,146156,3762,7839,2995,2945,7060,7070,516,608,238,48761.05,12828.5,12940.45,2,104,West
20-08-22,233281,5841,351208,3368,6970,3404,1674,3411,12184,318,1586,97,37457.52,15949.76,14135.72,6,103,East
20-08-22,69544,41059,374998,4367,4329,1855,2168,2119,11212,167,900,404,35282.18,16978.54,25915.28,6,105,Central
20-08-22,127746,182268,98819,1797,8739,2453,9139,1086,14351,367,302,855,5134.95,10391.78,41188.27,4,103,East
20-08-22,332322,218346,35182,2756,660,7280,14305,867,8510,526,862,690,18008.23,41842.85,5163.92,7,102,South
20-08-22,466821,23584,55867,8435,2912,403,229,12543,2589,114,36,1150,15415.02,20890.34,32275.64,8,103,East
20-08-22,86124,361541,51950,358,1514,12262,5292,13161,2278,471,1329,311,19068.89,16240.26,32004.85,3,102,South
20-08-22,204596,166370,68097,1328,6901,7493,6114,8678,10137,127,771,455,18180.3,10833.87,36909.83,12,104,West
20-08-22,349827,63388,118500,8232,6332,1054,5467,9877,5943,23,1591,207,22108.43,29293.12,12993.45,1,103,East
20-08-22,204395,326511,44756,450,343,10218,10209,6645,4068,894,479,424,26537.79,29233.02,2074.19,9,105,Central
20-08-22,16711,201142,234360,6090,2609,6993,18120,1106,192,381,882,455,17578.85,12908.47,25106.68,12,101,North
20-08-22,31803,23698,366572,1158,1907,8058,3868,7501,7255,694,864,106,29696.08,26272.95,2381.97,10,105,Central
20-08-22,49563,240139,110581,4335,5181,2726,2391,18683,436,6,1506,162,28978.83,11201.46,30330.71,9,104,West
20-08-22,152725,36962,371251,5762,115,5131,12060,5299,5075,84,537,949,39777.78,6644.17,18759.05,2,103,East
20-08-22,205417,192267,167004,6398,318,4647,16525,4741,2967,939,443,185,50817.26,1279.7,27090.04,12,104,West
20-08-22,169887,121318,148323,5055,4525,781,1032,1309,20623,213,243,1384,1623.71,39709.28,15785.01,8,102,South
20-08-22,141767,65068,289532,1152,7115,2333,5282,9515,2107,588,266,629,20962.86,463.67,47287.47,5,102,South
20-08-22,18978,165209,284340,1113,8607,1861,8915,1780,11729,266,542,600,31708.4,9668.37,32351.23,4,103,East
27-08-22,314746,107526,37569,6200,1681,6372,7658,6043,6392,655,102,665,3641.41,13093.6,56589.99,6,104,West
27-08-22,150822,122357,166077,537,5669,8818,8922,6345,6543,717,108,534,13457.8,31196.56,13754.64,9,103,East
27-08-22,118040,314835,139804,2345,2695,8829,8871,3731,10881,184,121,1796,11619.93,45859.66,1445.41,10,103,East
27-08-22,3880,227509,194026,1626,6671,3707,2495,15317,3436,938,484,701,44591.5,16531.39,11448.11,4,103,East
27-08-22,69024,254506,253695,7052,4493,2122,14081,7818,2743,980,198,346,47268.2,8952.69,87.11,6,105,Central
27-08-22,148254,248161,175740,56,13583,1766,11381,3951,6203,425,955,660,2138.56,8475.52,48712.92,1,103,East
27-08-22,18197,253637,181362,4981,6005,795,6181,4006,5691,899,57,1007,8694.53,627.71,48094.76,7,104,West
27-08-22,225376,233467,15185,2476,12626,729,5954,3306,12838,508,191,719,13687.41,2294.97,54624.62,3,103,East
27-08-22,30481,309853,158062,3878,6389,2982,9826,8555,823,30,642,711,6793.32,39694.9,9119.78,8,105,Central
27-08-22,130375,43748,282036,785,4634,4741,3315,9357,3119,401,9,1772,24776.35,25937.16,11821.49,12,101,North
27-08-22,183354,311348,30850,1078,9522,1775,5958,2041,7495,923,758,229,41660.14,10277.97,17077.89,8,101,North
27-08-22,19,539648,6906,3695,6360,695,293,10364,4921,1200,73,254,6535.68,56164.19,13233.13,11,104,West
27-08-22,312858,16048,96642,11039,2630,2250,10027,1569,7266,259,108,1348,36966.08,15157.78,13239.14,11,104,West
27-08-22,206082,31631,344225,4362,8786,1793,5864,9370,531,317,702,731,6983.2,3193.47,44980.33,9,105,Central
27-08-22,73818,233462,204663,189,11900,2085,2231,1240,14698,726,139,682,17216.14,14901.48,47835.38,9,101,North
27-08-22,96715,9983,472302,8814,3526,1051,16930,566,5068,89,1263,279,4740.15,8617.24,51905.61,11,101,North
27-08-22,232837,77894,123353,6576,2334,1397,3552,15026,4215,64,1672,98,64650.12,7039.99,4008.89,10,105,Central
27-08-22,139057,117093,235222,845,843,10633,2956,2663,9398,98,722,487,23035.86,26665.19,6610.95,1,102,South
27-08-22,217515,208960,169141,4802,3140,3234,1890,3679,15430,884,403,790,874.5,12034.3,45465.2,11,102,South
27-08-22,66397,185596,323287,5320,6598,756,6139,9159,4315,900,266,269,1004.03,52085.21,2916.76,11,105,Central
27-08-22,184614,24900,273645,7024,4674,2639,3101,3501,17491,339,1140,464,35164.72,38302.68,256.6,10,105,Central
27-08-22,53789,62979,420153,5643,3473,4933,2644,9924,7899,879,155,270,23572.59,3888.45,35196.96,2,105,Central
27-08-22,202417,202935,55163,11062,1123,214,15654,5707,3530,148,1503,162,11006.7,15263.02,36877.28,12,104,West
27-08-22,94375,175955,253009,223,8682,1824,30,13844,5932,535,962,439,15891.88,12661.02,29780.1,3,104,West
